"danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","preference"
0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,"negative"
0.474,0.347,-14.43,0.0323,0.174,0.952,0.0923,0.0828,140.015,"positive"
0.674,0.915,-3.719,0.0424,0.389,0.803,0.103,0.28,150.011,"positive"
0.641,0.643,-4.933,0.034,0.0238,0.509,0.112,0.44,77.482,"positive"
0.548,0.803,-4.002,0.346,0.0616,0,0.684,0.453,160.371,"negative"
0.744,0.638,-4.86,0.049,0.00829,0,0.182,0.48,98.019,"positive"
0.673,0.268,-15.831,0.0464,0.395,0.0103,0.123,0.171,115.025,"positive"
0.904,0.445,-11.962,0.0445,0.43,1.15e-05,0.0944,0.213,99.976,"positive"
0.536,0.784,-4.139,0.0485,0.039,3.89e-05,0.0691,0.41,154.924,"positive"
0.0717,0.0154,-30.218,0.0419,0.905,0.937,0.0928,0.0356,78.822,"positive"
0.637,0.602,-5.546,0.0346,0.0176,0.000179,0.0818,0.291,122.019,"negative"
0.429,0.594,-6.251,0.0277,0.156,4.95e-06,0.1,0.236,150.22,"positive"
0.725,0.489,-12.565,0.256,0.228,7.28e-06,0.0854,0.361,95.154,"positive"
0.828,0.697,-7.962,0.252,0.0147,0.0264,0.106,0.629,167.997,"negative"
0.507,0.779,-5.763,0.0333,0.00389,0.02,0.398,0.109,145.02,"positive"
0.592,0.719,-5.781,0.0757,0.0206,0.616,0.221,0.207,159.876,"positive"
0.773,0.623,-6.173,0.0377,0.22,0,0.389,0.714,129.962,"negative"
0.513,0.477,-5.834,0.284,0.154,0.000683,0.123,0.278,74.006,"positive"
0.812,0.895,-3.893,0.119,0.152,4.75e-06,0.113,0.835,124.998,"negative"
0.544,0.557,-10.554,0.0765,0.217,0.000125,0.0771,0.105,87.97,"positive"
0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,"positive"
0.463,0.525,-8.159,0.284,0.356,8.36e-06,0.135,0.253,90.989,"positive"
0.629,0.429,-6.855,0.144,0.148,0.0225,0.116,0.183,94.992,"positive"
0.537,0.803,-8.522,0.144,0.00578,0.32,0.103,0.361,111.242,"positive"
0.568,0.89,-4.171,0.0418,0.181,0.00869,0.103,0.193,134.625,"positive"
0.383,0.731,-6.703,0.126,0.755,0.343,0.125,0.225,106.105,"positive"
0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,"negative"
0.487,0.511,-8.663,0.0387,0.00687,0.618,0.0881,0.0687,123.941,"positive"
0.571,0.839,-5.49,0.0558,0.0244,0,0.268,0.436,156.887,"negative"
0.414,0.254,-6.997,0.0347,0.873,0,0.0887,0.122,137.531,"negative"
0.712,0.795,-6.178,0.0618,0.147,0,0.495,0.586,120.041,"negative"
0.471,0.494,-8.825,0.0474,0.0501,5.1e-05,0.158,0.303,185.966,"positive"
0.647,0.844,-3.756,0.0457,0.0137,0.000658,0.102,0.746,146.967,"negative"
0.892,0.643,-8.829,0.122,0.0491,0.000363,0.678,0.498,130.04,"negative"
0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,"positive"
0.279,0.587,-7.659,0.0521,0.22,0.632,0.112,0.0412,74.613,"positive"
0.675,0.244,-9.058,0.0462,0.604,0.814,0.111,0.237,155.123,"positive"
0.649,0.868,-3.752,0.0367,0.0191,0.00143,0.383,0.787,87.962,"negative"
0.757,0.513,-7.929,0.195,0.259,0.102,0.672,0.283,115.064,"positive"
0.919,0.336,-6.998,0.0863,0.0561,3e-04,0.088,0.471,122.005,"negative"
0.757,0.975,-4.313,0.125,0.00725,0.391,0.109,0.39,127.058,"negative"
0.863,0.739,-5.879,0.153,0.0289,0.0256,0.0931,0.547,129.964,"negative"
0.372,0.988,-0.897,0.411,0.193,0.00291,0.0731,0.314,94.983,"negative"
0.623,0.377,-10.287,0.0816,0.402,0.0166,0.105,0.397,122.591,"positive"
0.797,0.78,-8.943,0.184,0.478,0.896,0.379,0.207,123.997,"positive"
0.502,0.777,-4.627,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,"positive"
0.658,0.543,-6.513,0.0472,0.0554,0,0.0867,0.553,125.942,"negative"
0.508,0.484,-8.807,0.0401,0.782,0.00406,0.0793,0.827,120.484,"negative"
0.665,0.442,-10.637,0.0362,0.335,1.44e-05,0.0694,0.379,114.99,"positive"
0.377,0.799,-1.211,0.111,0.121,3.63e-05,0.108,0.226,149.785,"positive"
0.725,0.403,-8.852,0.0542,0.335,0.868,0.113,0.265,155.02,"positive"
0.517,0.674,-6.473,0.324,0.321,2.76e-05,0.129,0.442,157.978,"positive"
0.483,0.911,-2.366,0.099,0.154,0.304,0.146,0.169,154.93,"positive"
0.777,0.689,-5.291,0.0785,0.656,0,0.062,0.873,150.036,"negative"
0.828,0.527,-10.27,0.0891,0.00207,0,0.0865,0.441,115.95,"negative"
0.0681,0.0262,-27.606,0.044,0.853,0.938,0.16,0.0313,75.115,"positive"
0.581,0.673,-7.372,0.0888,0.141,1.35e-05,0.0522,0.405,149.799,"positive"
0.409,0.502,-10.415,0.267,0.000967,0.0293,0.0878,0.156,88.598,"positive"
0.753,0.443,-6.326,0.0388,0.211,0.227,0.096,0.0869,120.977,"positive"
0.835,0.687,-3.18,0.184,0.101,0,0.132,0.828,94.059,"positive"
0.215,0.141,-25.704,0.0415,0.305,0.876,0.1,0.037,103.188,"positive"
0.392,0.882,-5.889,0.0911,0.00051,0.143,0.142,0.0603,150.069,"positive"
0.545,0.568,-8.011,0.0365,0.203,0,0.144,0.143,86.983,"positive"
0.825,0.637,-6.885,0.263,0.19,5.11e-05,0.119,0.556,92.131,"negative"
0.614,0.742,-5.527,0.325,0.0923,0,0.116,0.511,148.073,"positive"
0.67,0.434,-12.923,0.046,0.401,0.862,0.109,0.136,113.997,"positive"
0.504,0.855,-5.424,0.0536,0.00806,0.377,0.0687,0.154,150.096,"positive"
0.598,0.406,-12.915,0.0391,0.826,0.147,0.122,0.393,108.443,"positive"
0.52,0.411,-13.71,0.0302,0.629,0.795,0.0916,0.0709,165.09,"positive"
0.817,0.974,-5.703,0.0473,0.00664,0.255,0.0651,0.973,126.006,"negative"
0.667,0.678,-8.903,0.0403,0.196,0.899,0.0772,0.0363,120.009,"positive"
0.828,0.452,-6.038,0.0458,0.003,0.198,0.0884,0.171,100.029,"positive"
0.283,0.457,-9.372,0.0382,0.0822,0.916,0.102,0.0357,112.491,"positive"
0.801,0.686,-5.198,0.0561,0.223,1.05e-06,0.111,0.62,95.004,"negative"
0.713,0.984,-7.649,0.119,0.00141,0.012,0.301,0.573,150.06,"negative"
0.855,0.739,-5.012,0.116,0.0801,0,0.0874,0.753,146.009,"negative"
0.613,0.645,-6.824,0.415,0.311,7.84e-05,0.736,0.353,139.842,"negative"
0.378,0.566,-7.685,0.0482,0.149,0,0.382,0.196,87.691,"positive"
0.359,0.774,-5.789,0.0745,0.0649,0.104,0.11,0.141,184.739,"positive"
0.404,0.927,-3.159,0.595,0.492,0.046,0.344,0.0716,179.999,"negative"
0.722,0.514,-9.249,0.272,0.476,0.0114,0.105,0.568,103.992,"positive"
0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,"positive"
0.805,0.924,-5.883,0.0439,0.391,0.00448,0.0902,0.836,139.976,"negative"
0.634,0.797,-5.987,0.0402,0.43,0,0.0541,0.787,123.808,"negative"
0.591,0.489,-5.958,0.0655,0.117,0.000257,0.292,0.194,138.814,"positive"
0.61,0.956,-3.041,0.0752,0.0145,3.33e-05,0.133,0.785,150,"positive"
0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,"positive"
0.0841,0.127,-24.702,0.0369,0.336,0.864,0.0993,0.0347,83.507,"positive"
0.61,0.926,-5.81,0.0369,0.00115,0.775,0.0944,0.0393,140.004,"positive"
0.834,0.675,-5.163,0.151,0.244,1.98e-06,0.199,0.416,100.045,"negative"
0.719,0.862,-3.774,0.0637,0.172,0.000117,0.0556,0.547,128.068,"positive"
0.584,0.888,-2.571,0.0385,0.0115,0.000113,0.341,0.331,150.042,"positive"
0.625,0.85,-3.98,0.107,0.0235,0,0.138,0.392,129.841,"negative"
0.547,0.733,-6.558,0.0433,0.0103,0.131,0.117,0.962,176.198,"positive"
0.963,0.439,-6.791,0.107,0.145,0.000571,0.0877,0.628,125.996,"negative"
0.488,0.862,-7.595,0.0476,0.0204,0,0.359,0.706,104.56,"positive"
0.855,0.562,-7.099,0.299,0.485,7.89e-06,0.112,0.193,164.053,"negative"
0.58,0.981,-2.603,0.06,0.0171,1.07e-05,0.386,0.861,134.007,"positive"
0.781,0.611,-8.867,0.165,0.0199,0.000277,0.13,0.279,139.996,"negative"
0.845,0.668,-5.79,0.0829,0.00221,0.138,0.188,0.741,95.978,"positive"
0.72,0.8,-6.117,0.148,0.262,0,0.133,0.572,121.966,"negative"
0.891,0.639,-4.058,0.0621,0.352,0.0195,0.125,0.534,95.055,"negative"
0.788,0.764,-4.054,0.254,0.00918,0,0.224,0.841,100.095,"negative"
0.739,0.583,-6.434,0.173,0.33,0.00137,0.122,0.497,140.941,"positive"
0.675,0.451,-11.729,0.0603,0.6,0.902,0.13,0.154,122.024,"positive"
0.693,0.613,-6.176,0.177,0.0144,4.69e-06,0.113,0.561,139.977,"positive"
0.5,0.471,-14.374,0.0476,0.944,0.889,0.14,0.152,92.771,"positive"
0.654,0.565,-8.741,0.196,0.345,0,0.157,0.207,140.079,"positive"
0.558,0.556,-9.799,0.0367,0.398,5.58e-05,0.572,0.478,96.161,"negative"
0.467,0.196,-18.126,0.0273,0.905,0.943,0.0647,0.203,60.064,"positive"
0.442,0.535,-8.105,0.0603,0.696,9.54e-06,0.101,0.335,149.923,"negative"
0.812,0.361,-9.186,0.054,0.0871,0.00258,0.0731,0.459,97.056,"positive"
0.718,0.712,-5.242,0.222,0.0225,0,0.0442,0.42,97.005,"negative"
0.587,0.447,-8.171,0.0344,0.0495,0.708,0.182,0.201,93.988,"positive"
0.765,0.704,-4.589,0.127,0.0215,0,0.227,0.498,147.055,"positive"
0.739,0.552,-8.168,0.111,0.0449,0.000628,0.349,0.448,99.847,"positive"
0.527,0.566,-8.021,0.284,0.00239,0.0191,0.0741,0.397,94.859,"positive"
0.841,0.394,-7.565,0.443,0.00656,0,0.275,0.583,150.057,"negative"
0.398,0.625,-10.433,0.237,0.446,0,0.57,0.178,136.858,"positive"
0.409,0.837,-5.908,0.0485,0.0057,0,0.0761,0.531,168.714,"positive"
0.208,0.65,-5.479,0.0395,0.108,3.13e-05,0.102,0.116,149.2,"positive"
0.34,0.954,-3.576,0.11,0.0828,0.566,0.173,0.196,169.924,"negative"
0.446,0.871,-8.752,0.0983,0.00888,6.61e-05,0.101,0.421,164.042,"positive"
0.68,0.826,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,"negative"
0.681,0.567,-7.346,0.248,0.523,0.0602,0.101,0.213,134.886,"positive"
0.69,0.445,-8.152,0.381,0.299,0.00206,0.114,0.781,93.581,"negative"
0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981,"positive"
0.464,0.732,-5.092,0.105,0.00643,0,0.473,0.573,171.917,"negative"
0.847,0.552,-9.28,0.0683,0.0717,0,0.108,0.211,115.995,"negative"
0.637,0.545,-11.194,0.0655,0.885,0.912,0.118,0.268,90.979,"positive"
0.745,0.312,-16.405,0.0628,0.43,0.556,0.0915,0.124,119.95,"positive"
0.162,0.53,-12.379,0.0436,0.574,0.869,0.0905,0.088,131.213,"positive"
0.726,0.787,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,"negative"
0.769,0.719,-5.472,0.0474,0.0143,0.00777,0.359,0.863,121.955,"positive"
0.7,0.581,-8.493,0.0779,0.118,0.00196,0.135,0.165,140.019,"positive"
0.615,0.811,-4.316,0.144,0.0188,0,0.196,0.808,167.995,"negative"
0.863,0.666,-4.158,0.152,0.212,0.000493,0.103,0.838,163.908,"negative"
0.676,0.872,-7.02,0.0395,0.173,0.3,0.112,0.309,108.003,"positive"
0.437,0.365,-15.516,0.0318,0.291,0.533,0.133,0.392,79.772,"positive"
0.837,0.492,-7.792,0.354,0.371,0.0401,0.102,0.417,85.951,"positive"
0.373,0.362,-13.113,0.0451,0.694,0.0784,0.113,0.0607,113.898,"positive"
0.852,0.795,-4.142,0.0862,0.154,0,0.192,0.931,97.029,"negative"
0.692,0.497,-7.252,0.108,0.134,0.000207,0.111,0.309,135.027,"positive"
0.67,0.462,-9.633,0.205,0.232,0,0.124,0.342,119.873,"positive"
0.579,0.778,-6.287,0.0692,0.246,0.169,0.423,0.0739,140.132,"positive"
0.901,0.866,-8.007,0.186,0.0693,2.28e-05,0.327,0.792,117.994,"negative"
0.855,0.728,-6.76,0.15,0.0155,0,0.267,0.716,130.054,"negative"
0.726,0.758,-5.937,0.0429,0.0102,0.815,0.156,0.161,123.019,"positive"
0.162,0.304,-13.755,0.0335,0.596,0.943,0.0906,0.0337,102.131,"positive"
0.663,0.633,-9.772,0.0583,0.0216,0.317,0.0974,0.142,100.08,"positive"
0.784,0.703,-7.491,0.236,0.0973,8.32e-05,0.0754,0.556,141.035,"negative"
0.698,0.641,-11.253,0.0397,0.323,0.826,0.114,0.262,125.012,"positive"
0.765,0.491,-8.685,0.311,0.681,0.0145,0.104,0.353,94.949,"positive"
0.389,0.736,-8.889,0.0505,0.0551,0.861,0.0958,0.677,117.012,"positive"
0.738,0.608,-7.911,0.344,0.186,0,0.113,0.627,146.893,"negative"
0.556,0.786,-5.23,0.0344,0.0265,0.0513,0.101,0.189,133.979,"positive"
0.609,0.655,-7.985,0.507,0.105,0,0.0939,0.316,160.415,"positive"
0.0858,0.3,-12.941,0.0346,0.924,0.891,0.293,0.0342,85.396,"positive"
0.19,0.494,-6.839,0.0368,0.554,0.0194,0.106,0.126,76.909,"positive"
0.685,0.829,-7.053,0.0752,0.0467,0.00261,0.147,0.358,95.031,"negative"
0.935,0.795,-5.269,0.0998,0.0597,2.43e-05,0.271,0.273,124.97,"negative"
0.779,0.55,-8.857,0.0489,0.335,0.896,0.0835,0.0384,125.032,"positive"
0.733,0.844,-3.238,0.213,0.285,0,0.103,0.873,88,"negative"
0.312,0.796,-5.8,0.0945,0.0255,0.00111,0.185,0.28,106.221,"positive"
0.763,0.628,-5.85,0.05,0.0531,0,0.114,0.193,140.958,"positive"
0.583,0.695,-5.336,0.0423,0.0141,0,0.0527,0.224,104.879,"positive"
0.663,0.628,-7.456,0.0409,0.0274,0,0.057,0.788,140.057,"negative"
0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,"positive"
0.693,0.411,-8.666,0.0531,0.387,0.925,0.112,0.397,147.958,"positive"
0.773,0.674,-7.131,0.0429,0.117,0.00141,0.174,0.616,118.038,"positive"
0.505,0.848,-2.174,0.0823,0.168,0.000121,0.116,0.281,150.04,"positive"
0.0953,0.209,-19.738,0.0402,0.78,0.901,0.131,0.0385,163.208,"positive"
0.812,0.66,-6.093,0.171,0.309,0.00262,0.172,0.482,139.992,"negative"
0.931,0.45,-7.598,0.184,0.416,0.00119,0.0953,0.966,98.004,"negative"
0.511,0.951,-3.162,0.408,0.00702,0.000494,0.355,0.214,144.833,"positive"
0.635,0.659,-4.92,0.155,0.309,0,0.302,0.54,178.018,"positive"
0.536,0.66,-7.326,0.115,0.399,0,0.0929,0.713,124.003,"positive"
0.821,0.75,-6.856,0.17,0.0141,0,0.0285,0.709,98.071,"negative"
0.603,0.67,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,"negative"
0.77,0.787,-3.748,0.0583,0.198,0,0.262,0.513,119.986,"negative"
0.814,0.58,-9.005,0.0662,0.418,0.912,0.103,0.9,157.975,"positive"
0.838,0.525,-10.115,0.238,0.25,6.46e-05,0.0895,0.369,88.007,"negative"
0.464,0.814,-4.211,0.0632,0.0116,9.86e-05,0.39,0.332,90.113,"positive"
0.584,0.731,-6.209,0.209,0.114,3.48e-05,0.607,0.44,84.913,"positive"
0.755,0.377,-11.92,0.177,0.639,0.636,0.321,0.0393,121.97,"positive"
0.64,0.625,-9.223,0.0321,0.127,0.13,0.0874,0.644,121.961,"negative"
0.586,0.547,-6.748,0.108,0.143,0,0.152,0.617,155.999,"negative"
0.581,0.587,-6.814,0.17,0.12,5.14e-05,0.107,0.294,139.134,"positive"
0.664,0.848,-4.51,0.0322,0.0245,0.000127,0.172,0.502,104.998,"positive"
0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008,"positive"
0.812,0.714,-5.772,0.0398,0.0628,0,0.117,0.645,130.072,"negative"
0.683,0.515,-6.668,0.101,0.0255,9.85e-05,0.209,0.158,145.963,"negative"
0.605,0.806,-3.341,0.0389,0.0182,0.0978,0.133,0.141,124.81,"positive"
0.561,0.242,-20.029,0.0319,0.212,0.799,0.106,0.052,120.024,"positive"
0.706,0.935,-2.418,0.0565,0.0168,4.62e-05,0.106,0.214,130.001,"positive"
0.484,0.749,-4.176,0.0687,0.699,0.861,0.105,0.468,160.006,"negative"
0.713,0.617,-4.637,0.0887,0.122,0,0.0962,0.682,168.021,"negative"
0.847,0.733,-5.724,0.0441,0.144,2.26e-06,0.137,0.868,120.044,"negative"
0.355,0.347,-15.538,0.0356,0.89,0.922,0.0897,0.0387,91.165,"positive"
0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"positive"
0.726,0.758,-5.937,0.0429,0.0102,0.815,0.156,0.161,123.019,"positive"
0.968,0.677,-6.344,0.207,0.0306,0,0.0852,0.767,124.975,"negative"
0.632,0.341,-16.116,0.0324,0.617,0.958,0.102,0.074,89.979,"positive"
0.69,0.712,-7.439,0.0353,0.0416,0.788,0.0762,0.268,112.009,"positive"
0.364,0.978,-6.003,0.151,0.015,5.8e-05,0.612,0.329,129.773,"positive"
0.827,0.699,-4.802,0.0415,0.285,0.00915,0.3,0.806,136.996,"negative"
0.173,0.0537,-29.862,0.0376,0.942,0.773,0.102,0.0604,69.775,"positive"
0.652,0.658,-3.975,0.168,0.232,0,0.641,0.481,163.126,"positive"
0.392,0.714,-5.188,0.284,0.0793,0,0.182,0.332,74.611,"negative"
0.757,0.665,-5.95,0.0387,0.0167,0.000388,0.261,0.261,125.041,"positive"
0.693,0.733,-6.226,0.0495,0.0586,0.793,0.327,0.304,150.026,"positive"
0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,"negative"
0.464,0.803,-4.248,0.034,0.147,0,0.124,0.409,166.095,"negative"
0.146,0.464,-9.012,0.0363,0.0335,0.962,0.122,0.0395,75.931,"positive"
0.739,0.433,-9.877,0.0714,0.468,0.724,0.102,0.389,141.932,"positive"
0.843,0.869,-4.671,0.0598,0.581,0,0.083,0.57,94.936,"negative"
0.62,0.934,-3.427,0.0411,0.0201,0,0.19,0.887,91.234,"positive"
0.495,0.6,-9.299,0.0401,0.0803,0.368,0.121,0.0388,104.175,"positive"
0.708,0.703,-7.195,0.039,0.483,0.0554,0.126,0.365,130.056,"positive"
0.454,0.784,-5.719,0.0437,0.0558,0.0128,0.113,0.0413,145.941,"positive"
0.493,0.707,-9.319,0.0308,0.0357,0.964,0.174,0.307,123.966,"positive"
0.581,0.531,-6.829,0.0322,0.0731,3.27e-06,0.0616,0.273,75.255,"positive"
0.744,0.38,-10.853,0.377,0.634,0.00131,0.0917,0.262,143.209,"positive"
0.81,0.482,-10.014,0.509,0.118,0.212,0.0851,0.257,75.005,"positive"
0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,"positive"
0.635,0.473,-10.137,0.0623,0.234,0,0.301,0.191,140.094,"negative"
0.56,0.551,-5.446,0.0563,0.445,0,0.163,0.263,119.777,"positive"
0.484,0.562,-7.847,0.0744,0.175,0.833,0.205,0.283,143.964,"positive"
0.607,0.829,-4.074,0.379,0.0103,0,0.107,0.685,96.172,"negative"
0.49,0.58,-5.677,0.0427,0.215,2.25e-06,0.0954,0.207,85.133,"positive"
0.824,0.396,-9.663,0.332,0.0323,0.00289,0.108,0.252,118.053,"positive"
0.577,0.756,-4.487,0.075,0.109,0,0.13,0.66,104.785,"negative"
0.739,0.719,-6.862,0.592,0.189,0,0.103,0.533,98.155,"negative"
0.231,0.932,-7.801,0.124,0.0122,0.014,0.495,0.47,186.426,"positive"
0.577,0.591,-6.165,0.085,0.266,0,0.16,0.382,159.94,"negative"
0.792,0.743,-2.806,0.0851,0.107,0,0.183,0.742,150.024,"negative"
0.624,0.781,-5.601,0.0981,0.0168,0,0.657,0.383,127.971,"positive"
0.811,0.783,-5.09,0.282,0.0131,4.04e-05,0.0489,0.674,130.041,"negative"
0.742,0.318,-12.405,0.0926,0.807,0.717,0.111,0.105,132.002,"positive"
0.92,0.654,-3.051,0.0401,0.0236,0.0158,0.0359,0.847,117.046,"positive"
0.532,0.683,-4.717,0.0553,0.278,0.000301,0.0928,0.371,71.037,"positive"
0.726,0.825,-4.683,0.0514,0.105,2.94e-05,0.123,0.199,102.045,"positive"
0.695,0.654,-5.614,0.107,0.315,0,0.0619,0.659,86.62,"negative"
0.69,0.618,-9.36,0.0904,0.0175,3.26e-06,0.0891,0.733,174.038,"positive"
0.7,0.923,-4.455,0.0679,0.0017,0.625,0.0934,0.699,160.017,"negative"
0.694,0.788,-9.679,0.0299,0.222,0.554,0.0372,0.569,98.089,"positive"
0.461,0.632,-5.56,0.0353,0.179,5.01e-06,0.131,0.265,84.941,"positive"
0.583,0.697,-6.035,0.0363,0.00875,0,0.146,0.37,127.988,"negative"
0.75,0.862,-6.179,0.0895,0.00177,0.0432,0.132,0.72,150.041,"positive"
0.75,0.931,-5.166,0.0464,0.00168,0.284,0.249,0.472,140.151,"positive"
0.726,0.758,-5.937,0.0429,0.0102,0.815,0.156,0.161,123.019,"positive"
0.506,0.987,-0.496,0.269,0.0525,4.6e-06,0.12,0.144,180.072,"negative"
0.538,0.682,-6.877,0.0945,0.184,0.609,0.356,0.198,99.866,"positive"
0.536,0.879,-3.019,0.0621,0.0742,0,0.0847,0.334,140.137,"positive"
0.61,0.659,-9.485,0.0385,0.00688,0.037,0.124,0.227,115.434,"positive"
0.617,0.812,-6.14,0.0346,0.129,1.54e-06,0.159,0.504,117.056,"negative"
0.174,0.583,-11.276,0.0347,0.705,0.82,0.204,0.144,82.902,"positive"
0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,"negative"
0.651,0.699,-7.856,0.0401,0.00526,0.0188,0.116,0.0776,135.116,"positive"
0.437,0.717,-4.803,0.039,0.0779,0.00274,0.108,0.547,178.085,"positive"
0.744,0.422,-8.946,0.294,0.0319,0.00011,0.11,0.493,180.006,"negative"
0.599,0.802,-5.741,0.0439,0.0421,0,0.0849,0.461,149.851,"negative"
0.619,0.71,-7.701,0.0484,0.162,0.0315,0.385,0.176,100.012,"positive"
0.92,0.914,-4.555,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,"positive"
0.554,0.978,-3.554,0.131,0.111,0,0.0731,0.594,135.095,"positive"
0.313,0.391,-10.631,0.0635,0.0948,0.898,0.111,0.115,93.626,"positive"
0.653,0.604,-6.017,0.0278,0.0292,0,0.097,0.101,118.016,"positive"
0.636,0.575,-4.624,0.0315,0.0117,0.861,0.12,0.193,119.996,"positive"
